index,Date,Retrieval Time (ms),Type,Size (Bytes)
354,Sun Jun 18 2023 23:05:11,4257.963,string,4194304
361,Tue Jun 13 2023 21:55:35,2986.7008,string,4194304
368,Tue Jun 13 2023 21:57:10,2508.7656,string,4194304
375,Tue Jun 13 2023 21:58:12,2698.1726,string,4194304
382,Tue Jun 13 2023 21:59:13,2839.2997,string,4194304
389,Tue Jun 13 2023 22:00:17,3102.8683,string,4194304
396,Tue Jun 13 2023 22:06:11,4375.4655,string,4194304
403,Tue Jun 13 2023 22:07:45,2862.6542,string,4194304
410,Tue Jun 13 2023 22:08:47,2774.6582,string,4194304
417,Tue Jun 13 2023 22:09:51,3041.1337,string,4194304
424,Tue Jun 13 2023 22:10:53,2733.0219,string,4194304
431,Sun Jun 18 2023 22:52:20,3201.3505,string,4194304
438,Sun Jun 18 2023 22:53:40,3483.4981,string,4194304
445,Sun Jun 18 2023 22:54:26,4036.1291,string,4194304
452,Sun Jun 18 2023 22:55:06,3842.7105,string,4194304
459,Sun Jun 18 2023 22:55:54,3666.1976,string,4194304
6,Tue Jun 13 2023 20:18:36,10097.6066,string,16777216
13,Tue Jun 13 2023 20:54:41,8360.1213,string,16777216
20,Tue Jun 13 2023 21:00:29,9936.537,string,16777216
27,Tue Jun 13 2023 21:12:43,7721.0274,string,16777216
55,Tue Jun 13 2023 21:18:18,7254.912,string,16777216
62,Tue Jun 13 2023 21:23:39,6717.2024,string,16777216
93,Sun Jun 18 2023 22:22:34,7054.702,string,16777216
117,Sun Jun 18 2023 23:13:17,7152.3871,string,16777216
152,Tue Jun 13 2023 21:34:21,7788.5358,string,16777216
159,Tue Jun 13 2023 21:36:21,7829.8312,string,16777216
166,Tue Jun 13 2023 21:37:39,8777.2393,string,16777216
173,Tue Jun 13 2023 21:38:39,6824.0413,string,16777216
180,Tue Jun 13 2023 21:39:47,6864.3522,string,16777216
187,Tue Jun 13 2023 21:45:08,7056.9269,string,16777216
201,Tue Jun 13 2023 21:48:18,8685.6836,string,16777216
208,Tue Jun 13 2023 21:49:15,6698.0226,string,16777216
222,Sun Jun 18 2023 22:43:13,6698.3783,string,16777216
257,Tue Jun 13 2023 22:16:57,7070.9301,string,16777216
264,Tue Jun 13 2023 22:18:58,8391.3217,string,16777216
292,Tue Jun 13 2023 22:27:27,6952.4408,string,16777216
327,Sun Jun 18 2023 23:01:42,8914.5451,string,16777216
362,Tue Jun 13 2023 21:55:41,5930.7686,string,16777216
376,Tue Jun 13 2023 21:58:53,9214.4425,string,16777216
383,Tue Jun 13 2023 21:59:54,8691.7517,string,16777216
397,Tue Jun 13 2023 22:06:19,7543.4186,string,16777216
432,Sun Jun 18 2023 22:52:27,6857.0435,string,16777216
